CityFacilityID(FK),WorkerID(FK),total,Jumlah Penduduk,Rasio,status,color
70,2,965,880169,0.0010963804,Sedang,#1AFFA3
71,2,38,241423,0.0001574001,Rendah,#B3FFE0
72,2,36,203244,0.0001771270,Rendah,#B3FFE0
73,2,247,131216,0.0018823924,Tinggi,#00663D
74,2,101,177972,0.0005675050,Rendah,#B3FFE0
75,2,3027,2918543,0.0010371614,Sedang,#1AFFA3
76,2,114,211225,0.0005397088,Rendah,#B3FFE0
77,2,63,557164,0.0001130726,Rendah,#FFCCE6
78,2,80,877121,0.0000912075,Rendah,#FFCCE6
79,2,42,699526,0.0000600407,Rendah,#FFCCE6
80,2,168,1047645,0.0001603597,Rendah,#FFCCE6
81,2,153,1167796,0.0001310160,Rendah,#FFCCE6
82,2,168,1587132,0.0001058513,Rendah,#FFCCE6
83,2,225,2637160,0.0000853191,Rendah,#FFCCE6
84,2,166,1047482,0.0001584753,Rendah,#FFCCE6
85,2,210,2471542,0.0000849672,Rendah,#FFCCE6
86,2,363,1622536,0.0002237238,Rendah,#FFCCE6
87,2,38,782676,0.0000485514,Rendah,#FFCCE6
88,2,40,689361,0.0000580248,Rendah,#FFCCE6
89,2,93,1182298,0.0000786604,Rendah,#FFCCE6
90,2,162,1650256,0.0000981666,Rendah,#FFCCE6
91,2,537,2321549,0.0002313111,Rendah,#FFCCE6
92,2,100,1136879,0.0000879601,Rendah,#FFCCE6
93,2,119,1274197,0.0000933922,Rendah,#FFCCE6
94,2,148,1060086,0.0001396113,Rendah,#FFCCE6
95,2,32,685490,0.0000466819,Rendah,#FFCCE6
96,2,35,636148,0.0000550186,Rendah,#FFCCE6
97,2,141,840327,0.0001677918,Rendah,#FFCCE6
98,2,172,1255119,0.0001370388,Rendah,#FFCCE6
99,2,184,1182070,0.0001556591,Rendah,#FFCCE6
100,2,90,1204437,0.0000747237,Rendah,#FFCCE6
101,2,235,1342628,0.0001750299,Rendah,#FFCCE6
102,2,17,1003188,0.0000169460,Rendah,#FFCCE6
103,2,20,1001140,0.0000199772,Rendah,#FFCCE6
104,2,114,898130,0.0001269304,Rendah,#FFCCE6
105,2,7,1096701,0.0000063828,Rendah,#FFCCE6
106,2,117,291256,0.0004017085,Sedang,#FF0080
107,2,83,143840,0.0005770300,Sedang,#FF0080
108,2,1036,880169,0.0011770467,Tinggi,#660033
109,2,135,241423,0.0005591845,Sedang,#FF0080
110,2,93,203244,0.0004575781,Sedang,#FF0080
111,2,55,131216,0.0004191562,Sedang,#FF0080
112,2,93,177972,0.0005225541,Sedang,#FF0080
113,2,890,2918543,0.0003049467,Rendah,#FFCCE6
114,2,48,211225,0.0002272458,Rendah,#FFCCE6
